Number of model parameters: 5224768
0.001
Iter 0 training loss = 84.680 , time = 3.57
Iter 123 training loss = 9.194 , time = 2.85
Iter 124 training loss = 68.822 , time = 2.86
Iter 125 training loss = 6.955 , time = 2.87
Iter 126 training loss = 5.797 , time = 2.87
Iter 127 training loss = 5.255 , time = 2.87
Iter 128 training loss = 7.649 , time = 2.85
Iter 129 training loss = 6.209 , time = 2.86
Iter 130 training loss = 2.863 , time = 2.86
Iter 131 training loss = 4.010 , time = 2.87
Iter 132 training loss = 5.409 , time = 2.86
Iter 133 training loss = 13.880 , time = 2.87
Iter 134 training loss = 3.229 , time = 2.86
Iter 135 training loss = 5.085 , time = 2.87
Iter 136 training loss = 5.619 , time = 2.87
Iter 137 training loss = 4.839 , time = 2.86
Iter 138 training loss = 11.452 , time = 2.87
Iter 139 training loss = 1.622 , time = 2.86
Iter 140 training loss = 5.473 , time = 2.85
Iter 141 training loss = 3.028 , time = 2.86
Iter 142 training loss = 6.520 , time = 2.87
Iter 143 training loss = 5.179 , time = 2.86
Iter 144 training loss = 2.565 , time = 2.86
Iter 145 training loss = 2.565 , time = 2.86
Iter 146 training loss = nan , time = 2.67
Iter 147 training loss = 4.340 , time = 2.85
Iter 148 training loss = 5.067 , time = 2.85
Iter 149 training loss = 3.343 , time = 2.86
Iter 150 training loss = 4.019 , time = 2.86
Iter 151 training loss = 5.839 , time = 2.86
Iter 152 training loss = 6.772 , time = 2.85
Iter 153 training loss = 3.169 , time = 2.86
Iter 154 training loss = 7.259 , time = 2.86
Iter 155 training loss = 3.870 , time = 2.86
Iter 156 training loss = 6.137 , time = 2.86
Iter 157 training loss = 5.877 , time = 2.85
Iter 158 training loss = 5.880 , time = 2.86
Iter 159 training loss = 3.573 , time = 2.86
Iter 160 training loss = 3.512 , time = 2.86
Iter 161 training loss = 2.729 , time = 2.86
Iter 162 training loss = 5.787 , time = 2.86
Iter 163 training loss = 5.222 , time = 2.86
Iter 164 training loss = 1.780 , time = 2.85
Iter 165 training loss = 5.751 , time = 2.86
Iter 166 training loss = 5.034 , time = 2.86
Iter 167 training loss = 9.329 , time = 2.86
Iter 168 training loss = 4.952 , time = 2.86
Iter 169 training loss = 19.913 , time = 2.85
Iter 170 training loss = 4.989 , time = 2.86
Iter 171 training loss = 10.390 , time = 2.86
Iter 172 training loss = 3.565 , time = 2.86
Iter 173 training loss = 5.982 , time = 2.86
Iter 174 training loss = 3.674 , time = 2.86
Iter 175 training loss = 2.823 , time = 2.85
Iter 176 training loss = 4.511 , time = 2.86
Iter 177 training loss = 1.459 , time = 2.86
Iter 178 training loss = 3.427 , time = 2.86
Iter 179 training loss = 8.280 , time = 2.86
Iter 180 training loss = 12.815 , time = 2.86
Iter 181 training loss = 2.708 , time = 2.85
Iter 182 training loss = 2.895 , time = 2.86
Iter 183 training loss = 4.065 , time = 2.86
Iter 184 training loss = 9.064 , time = 2.85
Iter 185 training loss = 6.531 , time = 2.85
Iter 186 training loss = 4.079 , time = 2.85
Iter 187 training loss = 7.310 , time = 2.86
Iter 188 training loss = 3.757 , time = 2.86
Iter 189 training loss = 5.400 , time = 2.85
Iter 190 training loss = 4.774 , time = 2.86
Iter 191 training loss = 4.058 , time = 2.86
Iter 192 training loss = 2.152 , time = 2.85
Iter 193 training loss = 2.606 , time = 2.86
Iter 194 training loss = 3.827 , time = 2.86
Iter 195 training loss = 4.330 , time = 2.86
Iter 196 training loss = 7.766 , time = 2.86
Iter 197 training loss = 4.510 , time = 2.86
Iter 198 training loss = 5.542 , time = 2.84
Iter 199 training loss = 5.773 , time = 2.84
Iter 200 training loss = 5.292 , time = 2.84
Iter 201 training loss = 5.805 , time = 2.84
Iter 202 training loss = 3.503 , time = 2.83
Iter 203 training loss = 8.618 , time = 2.84
Iter 204 training loss = 3.472 , time = 2.83
Iter 205 training loss = 7.421 , time = 2.83
Iter 206 training loss = 3.327 , time = 2.83
Iter 207 training loss = 6.456 , time = 2.87
Iter 208 training loss = 6.257 , time = 2.84
Iter 209 training loss = 2.961 , time = 2.83
Iter 210 training loss = 4.991 , time = 2.84
Iter 211 training loss = 5.091 , time = 2.83
Iter 212 training loss = 3.738 , time = 2.84
Iter 213 training loss = 23.439 , time = 2.84
Iter 214 training loss = 8.154 , time = 2.83
Iter 215 training loss = 4.008 , time = 2.83
Iter 216 training loss = 3.072 , time = 2.87
Iter 217 training loss = 3.982 , time = 2.88
Iter 218 training loss = 8.046 , time = 2.84
Iter 219 training loss = 6.671 , time = 2.85
Iter 220 training loss = 5.023 , time = 2.85
Iter 221 training loss = 4.309 , time = 2.84
Iter 222 training loss = 3.190 , time = 2.84
Iter 223 training loss = 4.618 , time = 2.84
Iter 224 training loss = 4.320 , time = 2.84
Iter 225 training loss = 4.131 , time = 2.83
Iter 226 training loss = 5.611 , time = 2.84
Iter 227 training loss = 6.209 , time = 2.84
Iter 228 training loss = 2.885 , time = 2.84
Iter 229 training loss = 1.852 , time = 2.83
Iter 230 training loss = 4.103 , time = 2.84
Iter 231 training loss = 5.408 , time = 2.84
Iter 232 training loss = 5.584 , time = 2.83
Iter 233 training loss = 8.190 , time = 2.84
Iter 234 training loss = nan , time = 0.92
235
epoch 12 total training loss = 6.433, epoch time = 8026.62
0.001
Iter 0 training loss = 6.327 , time = 3.01
Iter 1 training loss = 3.025 , time = 2.85
Iter 2 training loss = 5.496 , time = 2.85
Iter 3 training loss = 4.305 , time = 2.84
Iter 4 training loss = 9.067 , time = 2.85
Iter 5 training loss = 2.127 , time = 2.84
Iter 6 training loss = 2.574 , time = 2.85
Iter 7 training loss = 2.965 , time = 2.84
Iter 8 training loss = 9.243 , time = 2.84
Iter 9 training loss = 5.931 , time = 2.84
Iter 10 training loss = 4.694 , time = 2.83
Iter 11 training loss = nan , time = 2.65
Iter 12 training loss = 6.958 , time = 2.84
Iter 13 training loss = 5.188 , time = 2.84
Iter 14 training loss = 1.985 , time = 2.86
Iter 15 training loss = 3.423 , time = 2.85
Iter 16 training loss = 3.714 , time = 2.85
Iter 17 training loss = 3.864 , time = 2.85
Iter 18 training loss = 1.792 , time = 2.85
Iter 19 training loss = 3.642 , time = 2.84
Iter 20 training loss = 2.435 , time = 2.85
Iter 21 training loss = 4.618 , time = 2.85
Iter 22 training loss = 1.269 , time = 2.85
Iter 23 training loss = 5.757 , time = 2.85
Iter 24 training loss = 9.766 , time = 2.84
Iter 25 training loss = 54.712 , time = 2.84
Iter 26 training loss = 6.084 , time = 2.86
Iter 27 training loss = 5.551 , time = 2.86
Iter 28 training loss = 3.605 , time = 2.86
Iter 29 training loss = 2.009 , time = 2.86
Iter 30 training loss = 6.547 , time = 2.86
Iter 31 training loss = 3.256 , time = 2.86
Iter 32 training loss = 3.372 , time = 2.86
Iter 33 training loss = 3.717 , time = 2.86
Iter 34 training loss = 4.476 , time = 2.84
Iter 35 training loss = 5.353 , time = 2.84
Iter 36 training loss = 6.416 , time = 2.84
Iter 37 training loss = 3.114 , time = 2.85
Iter 38 training loss = 9.018 , time = 2.84
Iter 39 training loss = 3.377 , time = 2.84
Iter 40 training loss = 2.088 , time = 2.84
Iter 41 training loss = 2.166 , time = 2.85
Iter 42 training loss = 11.046 , time = 2.84
Iter 43 training loss = 3.010 , time = 2.84
Iter 44 training loss = 2.509 , time = 2.85
Iter 45 training loss = 6.448 , time = 2.84
Iter 46 training loss = 2.982 , time = 2.85
Iter 47 training loss = 3.080 , time = 2.85
Iter 48 training loss = 4.590 , time = 2.84
Iter 49 training loss = 3.403 , time = 2.85
Iter 50 training loss = 7.238 , time = 2.84
Iter 51 training loss = 3.863 , time = 2.85
Iter 52 training loss = 1.908 , time = 2.84
Iter 53 training loss = 4.464 , time = 2.84
Iter 54 training loss = 4.795 , time = 2.85
Iter 55 training loss = 3.996 , time = 2.84
Iter 56 training loss = 2.854 , time = 2.84
Iter 57 training loss = 2.902 , time = 2.85
Iter 58 training loss = 4.534 , time = 2.85
Iter 59 training loss = 5.913 , time = 2.84
Iter 60 training loss = 6.034 , time = 2.84
Iter 61 training loss = 4.199 , time = 2.84
Iter 62 training loss = 8.200 , time = 2.86
Iter 63 training loss = 3.132 , time = 2.86
Iter 64 training loss = 5.999 , time = 2.86
Iter 65 training loss = 3.336 , time = 2.85
Iter 66 training loss = 5.856 , time = 2.85
Iter 67 training loss = 6.305 , time = 2.86
Iter 68 training loss = 4.561 , time = 2.84
Iter 69 training loss = 2.655 , time = 2.85
Iter 70 training loss = 4.879 , time = 2.86
Iter 71 training loss = 3.461 , time = 2.83
Iter 72 training loss = 1.816 , time = 2.86
Iter 73 training loss = 4.761 , time = 2.84
Iter 74 training loss = 4.474 , time = 2.85
Iter 75 training loss = 14.269 , time = 2.85
Iter 76 training loss = 6.186 , time = 2.85
Iter 77 training loss = 6.587 , time = 2.86
Iter 78 training loss = 2.118 , time = 2.84
Iter 79 training loss = 2.487 , time = 2.85
Iter 80 training loss = 2.740 , time = 2.85
Iter 81 training loss = 2.763 , time = 2.86
Iter 82 training loss = 5.747 , time = 2.84
Iter 83 training loss = 2.413 , time = 2.84
Iter 84 training loss = 2.306 , time = 2.86
Iter 85 training loss = 1.356 , time = 2.86
Iter 86 training loss = 7.338 , time = 2.86
Iter 87 training loss = 33.650 , time = 2.86
Iter 88 training loss = 5.470 , time = 2.86
Iter 89 training loss = 9.273 , time = 2.86
Iter 90 training loss = 6.551 , time = 2.86
Iter 91 training loss = 4.775 , time = 2.86
Iter 92 training loss = 2.075 , time = 2.86
Iter 93 training loss = 5.104 , time = 2.86
Iter 94 training loss = 6.038 , time = 2.86
Iter 95 training loss = 5.960 , time = 2.87
Iter 96 training loss = 4.938 , time = 2.86
Iter 97 training loss = 4.318 , time = 2.86
Iter 98 training loss = 5.891 , time = 2.86
Iter 99 training loss = 3.198 , time = 2.86
Iter 100 training loss = 13.096 , time = 2.89
Iter 101 training loss = 5.186 , time = 2.86
Iter 102 training loss = 6.903 , time = 2.87
Iter 103 training loss = 1.831 , time = 2.86
Iter 104 training loss = 4.561 , time = 2.86
Iter 105 training loss = 8.669 , time = 2.84
Iter 106 training loss = 4.072 , time = 2.84
Iter 107 training loss = 2.693 , time = 2.87
Iter 108 training loss = 10.260 , time = 2.86
Iter 109 training loss = 2.317 , time = 2.86
Iter 110 training loss = 3.890 , time = 2.86
Iter 111 training loss = 2.606 , time = 2.86
Iter 112 training loss = 5.575 , time = 2.86
Iter 113 training loss = 191.320 , time = 2.84
Iter 114 training loss = 2.228 , time = 2.86
Iter 115 training loss = 10.511 , time = 2.87
Iter 116 training loss = 18.559 , time = 2.86
Iter 117 training loss = 4.847 , time = 2.87
Iter 118 training loss = 11.842 , time = 2.86
Iter 119 training loss = 4.638 , time = 2.87
Iter 120 training loss = 5.049 , time = 2.85
Iter 121 training loss = 9.434 , time = 2.86
Iter 122 training loss = 15.706 , time = 2.86
Iter 123 training loss = 10.912 , time = 2.86
Iter 124 training loss = 6.190 , time = 2.85
Iter 125 training loss = 7.374 , time = 2.86
Iter 126 training loss = 15.620 , time = 2.87
Iter 127 training loss = 3.081 , time = 2.86
Iter 128 training loss = 3.721 , time = 2.86
Iter 129 training loss = 8.710 , time = 2.87
Iter 130 training loss = 5.564 , time = 2.85
Iter 131 training loss = 7.976 , time = 2.85
Iter 132 training loss = 3.433 , time = 2.86
Iter 133 training loss = 94.624 , time = 2.86
Iter 134 training loss = 4.596 , time = 2.86
Iter 135 training loss = 6.313 , time = 2.86
Iter 136 training loss = 3.645 , time = 2.86
Iter 137 training loss = 5.923 , time = 2.86
Iter 138 training loss = 5.805 , time = 2.86
Iter 139 training loss = 16.471 , time = 2.85
Iter 140 training loss = 2.392 , time = 2.86
Iter 141 training loss = 8.113 , time = 2.85
Iter 142 training loss = 6.221 , time = 2.87
Iter 143 training loss = 7.626 , time = 2.86
Iter 144 training loss = 3.986 , time = 2.87
Iter 145 training loss = 2.764 , time = 2.85
Iter 146 training loss = 5.598 , time = 2.86
Iter 147 training loss = 6.228 , time = 2.86
Iter 148 training loss = 8.224 , time = 2.85
Iter 149 training loss = 5.935 , time = 2.85
Iter 150 training loss = 8.826 , time = 2.86
Iter 151 training loss = 16.400 , time = 2.85
Iter 152 training loss = 4.769 , time = 2.87
Iter 153 training loss = 5.011 , time = 2.86
Iter 154 training loss = 8.310 , time = 2.85
Iter 155 training loss = 2.646 , time = 2.86
Iter 156 training loss = 3.190 , time = 2.86
Iter 157 training loss = 9.846 , time = 2.86
Iter 158 training loss = 3.216 , time = 2.86
Iter 159 training loss = 6.435 , time = 2.86
Iter 160 training loss = 3.434 , time = 2.85
Iter 161 training loss = 7.765 , time = 2.86
Iter 162 training loss = 1.820 , time = 2.85
Iter 163 training loss = 3.553 , time = 2.86
Iter 164 training loss = 4.763 , time = 2.87
Iter 165 training loss = 8.369 , time = 2.86
Iter 166 training loss = 2.890 , time = 2.86
Iter 167 training loss = 5.533 , time = 2.85
Iter 168 training loss = 5.608 , time = 2.86
Iter 169 training loss = 3.960 , time = 2.86
Iter 170 training loss = 4.637 , time = 2.86
Iter 171 training loss = 3.789 , time = 2.86
Iter 172 training loss = 3.867 , time = 2.85
Iter 173 training loss = 3.590 , time = 2.86
Iter 174 training loss = 7.321 , time = 2.86
Iter 175 training loss = 3.639 , time = 2.86
Iter 176 training loss = 10.178 , time = 2.86
Iter 177 training loss = 14.956 , time = 2.86
Iter 178 training loss = 4.243 , time = 2.86
Iter 179 training loss = 4.739 , time = 2.86
Iter 180 training loss = 3.956 , time = 2.87
Iter 181 training loss = 4.550 , time = 2.86
Iter 182 training loss = 2.316 , time = 2.87
Iter 183 training loss = 3.365 , time = 2.87
Iter 184 training loss = 5.899 , time = 2.87
Iter 185 training loss = 3.887 , time = 2.86
Iter 186 training loss = 3.762 , time = 2.87
Iter 187 training loss = 3.042 , time = 2.86
Iter 188 training loss = 13.808 , time = 2.87
Iter 189 training loss = 4.320 , time = 2.86
Iter 190 training loss = 2.222 , time = 2.86
Iter 191 training loss = 4.920 , time = 2.88
Iter 192 training loss = 2.833 , time = 2.86
Iter 193 training loss = 2.760 , time = 2.87
Iter 194 training loss = 5.181 , time = 2.87
Iter 195 training loss = 6.018 , time = 2.87
Iter 196 training loss = 3.259 , time = 2.86
Iter 197 training loss = 20.270 , time = 2.86
Iter 198 training loss = 5.206 , time = 2.86
Iter 199 training loss = 6.913 , time = 2.87
Iter 200 training loss = 3.439 , time = 2.86
Iter 201 training loss = 10.058 , time = 2.87
Iter 202 training loss = 10.975 , time = 2.85
Iter 203 training loss = 5.609 , time = 2.87
Iter 204 training loss = 7.358 , time = 2.86
Iter 205 training loss = 2.430 , time = 2.86
Iter 206 training loss = 5.468 , time = 2.87
Iter 207 training loss = 8.963 , time = 2.87
Iter 208 training loss = 30.613 , time = 2.86
Iter 209 training loss = 6.058 , time = 2.86
Iter 210 training loss = 3.333 , time = 2.87
Iter 211 training loss = 3.324 , time = 2.86
Iter 212 training loss = 11.030 , time = 2.87
Iter 213 training loss = 7.949 , time = 2.86
Iter 214 training loss = 3.913 , time = 2.87
Iter 215 training loss = 12.587 , time = 2.86
Iter 216 training loss = 4.437 , time = 2.87
Iter 217 training loss = 3.754 , time = 2.86
Iter 218 training loss = 4.321 , time = 2.87
Iter 219 training loss = 2.945 , time = 2.86
Iter 220 training loss = 4.575 , time = 2.86
Iter 221 training loss = 4.541 , time = 2.87
Iter 222 training loss = 4.840 , time = 2.87
Iter 223 training loss = 3.549 , time = 2.87
Iter 224 training loss = 7.882 , time = 2.89
Iter 225 training loss = 5.802 , time = 2.84
Iter 226 training loss = 3.849 , time = 2.84
Iter 227 training loss = 3.869 , time = 2.83
Iter 228 training loss = 10.049 , time = 2.84
Iter 229 training loss = 9.843 , time = 2.84
Iter 230 training loss = 8.520 , time = 2.85
Iter 231 training loss = 2.366 , time = 2.85
Iter 232 training loss = 5.330 , time = 2.84
Iter 233 training loss = 2.369 , time = 2.84
Iter 234 training loss = 1.094 , time = 0.97
235
epoch 13 total training loss = 7.504, epoch time = 8697.88
0.001
Iter 0 training loss = 2.521 , time = 3.07
Iter 1 training loss = 5.749 , time = 2.86
Iter 2 training loss = 43.711 , time = 2.85
Iter 3 training loss = 4.395 , time = 2.86
Iter 4 training loss = 5.002 , time = 2.87
Iter 5 training loss = 6.843 , time = 2.86
Iter 6 training loss = 3.024 , time = 2.87
Iter 7 training loss = nan , time = 2.68
Iter 8 training loss = 4.311 , time = 2.86
Iter 9 training loss = 22.881 , time = 2.86
Iter 10 training loss = 4.132 , time = 2.86
Iter 11 training loss = 2.585 , time = 2.86
Iter 12 training loss = 3.610 , time = 2.87
Iter 13 training loss = 4.612 , time = 2.86
Iter 14 training loss = 10.877 , time = 2.86
Iter 15 training loss = 4.655 , time = 2.86
Iter 16 training loss = 5.197 , time = 2.86
Iter 17 training loss = 2.183 , time = 2.87
Iter 18 training loss = 13.136 , time = 2.86
Iter 19 training loss = 2.262 , time = 2.87
Iter 20 training loss = 1.883 , time = 2.86
Iter 21 training loss = 3.093 , time = 2.86
Iter 22 training loss = 6.251 , time = 2.86
Iter 23 training loss = 3.918 , time = 2.86
Iter 24 training loss = 5.342 , time = 2.87
Iter 25 training loss = 8.206 , time = 2.87
Iter 26 training loss = 3.765 , time = 2.87
Iter 27 training loss = 5.022 , time = 2.87
Iter 28 training loss = 4.213 , time = 2.87
Iter 29 training loss = 7.675 , time = 2.86
Iter 30 training loss = 5.833 , time = 2.86
Iter 31 training loss = 4.193 , time = 2.87
Iter 32 training loss = 5.169 , time = 2.86
Iter 33 training loss = 5.062 , time = 2.88
Iter 34 training loss = 6.160 , time = 2.86
Iter 35 training loss = 3.079 , time = 2.86
Iter 36 training loss = 9.534 , time = 2.86
Iter 37 training loss = 3.783 , time = 2.86
Iter 38 training loss = 6.836 , time = 2.86
Iter 39 training loss = 4.333 , time = 2.87
Iter 40 training loss = 18.190 , time = 2.87
Iter 41 training loss = 10.217 , time = 2.86
Iter 42 training loss = 6.525 , time = 2.87
Iter 43 training loss = 3.206 , time = 2.86
Iter 44 training loss = 3.329 , time = 2.87
Iter 45 training loss = 3.424 , time = 2.86
Iter 46 training loss = 3.467 , time = 2.87
Iter 47 training loss = 5.063 , time = 2.86
Iter 48 training loss = 6.285 , time = 2.87
Iter 49 training loss = 4.103 , time = 2.86
Iter 50 training loss = 2.898 , time = 2.87
Iter 51 training loss = 4.177 , time = 2.87
Iter 52 training loss = 11.777 , time = 2.86
Iter 53 training loss = 5.210 , time = 2.86
Iter 54 training loss = 6.370 , time = 2.87
Iter 55 training loss = 14.165 , time = 2.86
Iter 56 training loss = 9.228 , time = 2.87
Iter 57 training loss = 36.064 , time = 2.86
Iter 58 training loss = 5.216 , time = 2.87
Iter 59 training loss = 5.726 , time = 2.87
Iter 60 training loss = 2.239 , time = 2.86
Iter 61 training loss = 4.060 , time = 2.86
Iter 62 training loss = 13.781 , time = 2.87
Iter 63 training loss = 3.275 , time = 2.87
Iter 64 training loss = 8.121 , time = 2.87
Iter 65 training loss = 10.868 , time = 2.87
Iter 66 training loss = 83.252 , time = 2.86
Iter 67 training loss = 2.296 , time = 2.86
Iter 68 training loss = 27.494 , time = 2.87
Iter 69 training loss = 2.677 , time = 2.87
Iter 70 training loss = 2.451 , time = 2.87
Iter 71 training loss = 5.255 , time = 2.87
Iter 72 training loss = 5.761 , time = 2.87
Iter 73 training loss = 3.339 , time = 2.86
Iter 74 training loss = 3.981 , time = 2.87
Iter 75 training loss = 2.989 , time = 2.87
Iter 76 training loss = 4.241 , time = 2.87
Iter 77 training loss = 3.620 , time = 2.86
Iter 78 training loss = 2.703 , time = 2.86
Iter 79 training loss = 5.261 , time = 2.86
Iter 80 training loss = 2.234 , time = 2.86
Iter 81 training loss = 4.657 , time = 2.87
Iter 82 training loss = 5.949 , time = 2.88
Iter 83 training loss = 6.950 , time = 2.84
Iter 84 training loss = 3.669 , time = 2.85
Iter 85 training loss = 5.171 , time = 2.85
Iter 86 training loss = 4.891 , time = 2.85
Iter 87 training loss = 7.524 , time = 2.86
Iter 88 training loss = 5.042 , time = 2.85
Iter 89 training loss = 5.315 , time = 2.88
Iter 90 training loss = 12.886 , time = 2.85
Iter 91 training loss = 8.445 , time = 2.85
Iter 92 training loss = 10.533 , time = 2.88
Iter 93 training loss = 5.011 , time = 2.89
Iter 94 training loss = 7.216 , time = 2.84
Iter 95 training loss = 3.999 , time = 2.85
Iter 96 training loss = 3.676 , time = 2.85
Iter 97 training loss = 9.895 , time = 2.85
Iter 98 training loss = 3.722 , time = 2.86
Iter 99 training loss = 11.043 , time = 2.88
Iter 100 training loss = 5.367 , time = 2.87
Iter 101 training loss = 6.296 , time = 2.86
Iter 102 training loss = 19.879 , time = 2.87
Iter 103 training loss = 4.023 , time = 2.87
Iter 104 training loss = 5.692 , time = 2.87
Iter 105 training loss = 3.476 , time = 2.86
Iter 106 training loss = 21.202 , time = 2.86
Iter 107 training loss = 3.763 , time = 2.85
Iter 108 training loss = 3.228 , time = 2.85
Iter 109 training loss = 3.104 , time = 2.85
Iter 110 training loss = 4.921 , time = 2.84
Iter 111 training loss = 4.600 , time = 2.88
Iter 112 training loss = 0.547 , time = 2.84
Iter 113 training loss = 3.052 , time = 2.85
Iter 114 training loss = 2.698 , time = 2.85
Iter 115 training loss = 5.773 , time = 2.85
Iter 116 training loss = 6.086 , time = 2.84
Iter 117 training loss = 5.786 , time = 2.87
Iter 118 training loss = 7.678 , time = 2.86
Iter 119 training loss = 2.527 , time = 2.87
Iter 120 training loss = 3.776 , time = 2.87
Iter 121 training loss = 1.280 , time = 2.86
Iter 122 training loss = 3.947 , time = 2.86
Iter 123 training loss = 4.714 , time = 2.87
Iter 124 training loss = 2.553 , time = 2.86
Iter 125 training loss = 3.386 , time = 2.86
Iter 126 training loss = 8.822 , time = 2.86
Iter 127 training loss = 1.750 , time = 2.86
Iter 128 training loss = 4.942 , time = 2.86
Iter 129 training loss = 3.549 , time = 2.87
Iter 130 training loss = 9.635 , time = 2.86
Iter 131 training loss = 5.703 , time = 2.86
Iter 132 training loss = 6.396 , time = 2.87
Iter 133 training loss = 2.765 , time = 2.86
Iter 134 training loss = 4.125 , time = 2.86
Iter 135 training loss = 11.634 , time = 2.86
Iter 136 training loss = 4.663 , time = 2.87
Iter 137 training loss = 5.500 , time = 2.88
Iter 138 training loss = 9.908 , time = 2.86
Iter 139 training loss = 3.308 , time = 2.87
Iter 140 training loss = 5.340 , time = 2.87
Iter 141 training loss = 3.008 , time = 2.87
Iter 142 training loss = 3.090 , time = 2.87
Iter 143 training loss = 1.817 , time = 2.86
Iter 144 training loss = 4.815 , time = 2.87
Iter 145 training loss = 3.240 , time = 2.87
Iter 146 training loss = 14.073 , time = 2.87
Iter 147 training loss = 3.758 , time = 2.87
Iter 148 training loss = 5.061 , time = 2.86
Iter 149 training loss = 45.494 , time = 2.86
Iter 150 training loss = 3.854 , time = 2.85
Iter 151 training loss = 5.235 , time = 2.85
Iter 152 training loss = 13.900 , time = 2.85
Iter 153 training loss = 0.972 , time = 2.84
Iter 154 training loss = 4.322 , time = 2.84
Iter 155 training loss = 4.991 , time = 2.84
Iter 156 training loss = 3.007 , time = 2.84
Iter 157 training loss = 3.715 , time = 2.85
Iter 158 training loss = 3.277 , time = 2.85
Iter 159 training loss = 5.348 , time = 2.84
Iter 160 training loss = 2.203 , time = 2.85
Iter 161 training loss = 3.918 , time = 2.84
Iter 162 training loss = 3.804 , time = 2.85
Iter 163 training loss = 3.685 , time = 2.84
Iter 164 training loss = 22.702 , time = 2.84
Iter 165 training loss = 6.838 , time = 2.85
Iter 166 training loss = 11.737 , time = 2.84
Iter 167 training loss = 9.290 , time = 2.84
Iter 168 training loss = 3.292 , time = 2.84
Iter 169 training loss = 6.422 , time = 2.84
Iter 170 training loss = 6.552 , time = 2.84
Iter 171 training loss = 4.891 , time = 2.85
Iter 172 training loss = 3.333 , time = 2.85
Iter 173 training loss = 3.881 , time = 2.84
Iter 174 training loss = 6.787 , time = 2.84
Iter 175 training loss = 5.601 , time = 2.84
Iter 176 training loss = 5.132 , time = 2.88
Iter 177 training loss = 4.227 , time = 2.84
Iter 178 training loss = 4.028 , time = 2.84
Iter 179 training loss = 3.051 , time = 2.88
Iter 180 training loss = 3.664 , time = 2.84
Iter 181 training loss = 1.683 , time = 2.83
Iter 182 training loss = 4.327 , time = 2.85
Iter 183 training loss = 2.769 , time = 2.85
Iter 184 training loss = 6.653 , time = 2.85
Iter 185 training loss = 15.698 , time = 2.84
Iter 186 training loss = 4.269 , time = 2.85
Iter 187 training loss = 2.187 , time = 2.86
Iter 188 training loss = 2.231 , time = 2.84
Iter 189 training loss = 1.985 , time = 2.87
Iter 190 training loss = 6.449 , time = 2.84
Iter 191 training loss = 6.739 , time = 2.85
Iter 192 training loss = 6.949 , time = 2.88
Iter 193 training loss = 6.884 , time = 2.85
Iter 194 training loss = 3.685 , time = 2.84
Iter 195 training loss = 3.667 , time = 2.87
Iter 196 training loss = 5.143 , time = 2.85
Iter 197 training loss = 6.274 , time = 2.85
Iter 198 training loss = 5.986 , time = 2.85
Iter 199 training loss = 5.755 , time = 2.84
Iter 200 training loss = 4.980 , time = 2.84
Iter 201 training loss = 3.318 , time = 2.85
Iter 202 training loss = 2.797 , time = 2.87
Iter 203 training loss = 4.445 , time = 2.84
Iter 204 training loss = 3.084 , time = 2.87
Iter 205 training loss = 4.413 , time = 2.85
Iter 206 training loss = 9.907 , time = 2.84
Iter 207 training loss = 4.904 , time = 2.85
Iter 208 training loss = 5.453 , time = 2.87
Iter 209 training loss = 2.291 , time = 2.86
Iter 210 training loss = 2.386 , time = 2.86
Iter 211 training loss = 16.535 , time = 2.86
Iter 212 training loss = 3.803 , time = 2.87
Iter 213 training loss = 2.552 , time = 2.86
Iter 214 training loss = 3.785 , time = 2.87
Iter 215 training loss = 2.811 , time = 2.86
Iter 216 training loss = 8.852 , time = 2.86
Iter 217 training loss = 6.260 , time = 2.87
Iter 218 training loss = 1.324 , time = 2.86
Iter 219 training loss = 3.190 , time = 2.87
Iter 220 training loss = 5.967 , time = 2.87
Iter 221 training loss = 4.494 , time = 2.87
Iter 222 training loss = nan , time = 2.68
Iter 223 training loss = 2.897 , time = 2.86
Iter 224 training loss = 11.091 , time = 2.86
Iter 225 training loss = 11.101 , time = 2.87
Iter 226 training loss = 7.072 , time = 2.84
Iter 227 training loss = 5.452 , time = 2.84
Iter 228 training loss = 9.419 , time = 2.84
Iter 229 training loss = 1.434 , time = 2.85
Iter 230 training loss = 6.100 , time = 2.84
Iter 231 training loss = 4.321 , time = 2.85
Iter 232 training loss = 6.990 , time = 2.84
Iter 233 training loss = 1.706 , time = 2.84
Iter 234 training loss = 5.670 , time = 0.97
235
epoch 14 total training loss = 7.280, epoch time = 9369.82
0.001
Iter 0 training loss = 5.595 , time = 3.02
Iter 1 training loss = 1.402 , time = 2.84
Iter 2 training loss = 1.650 , time = 2.84
Iter 3 training loss = 1.605 , time = 2.84
Iter 4 training loss = 4.817 , time = 2.83
Iter 5 training loss = 2.269 , time = 2.84
Iter 6 training loss = 3.720 , time = 2.85
Iter 7 training loss = 7.000 , time = 2.85
Iter 8 training loss = 6.037 , time = 2.84
Iter 9 training loss = 2.333 , time = 2.84
Iter 10 training loss = 4.755 , time = 2.84
Iter 11 training loss = 3.511 , time = 2.86
Iter 12 training loss = 2.634 , time = 2.88
Iter 13 training loss = 1.990 , time = 2.86
Iter 14 training loss = 4.141 , time = 2.86
Iter 15 training loss = 2.386 , time = 2.86
Iter 16 training loss = 8.889 , time = 2.86
Iter 17 training loss = 6.752 , time = 2.85
Iter 18 training loss = 4.144 , time = 2.86
Iter 19 training loss = 2.458 , time = 2.86
Iter 20 training loss = 4.001 , time = 2.85
